Customer_ID,Gender,Age,City,Segment
C000310,Male,66,Kolkata,Gold
C000311,Male,66,Pune,Premium
C000312,Male,53,Chennai,Gold
C000313,Female,47,Pune,Gold
C000314,Female,42,Ahmedabad,Silver
C000315,Female,26,Ahmedabad,Silver
C000316,Male,30,Hyderabad,Silver
C000317,Female,49,Kolkata,Gold
C000318,Female,65,Delhi,Gold
C000319,Female,37,Bengaluru,Gold
C000320,Male,25,Kolkata,Premium
C000321,Male,30,Kolkata,Gold
C000322,Female,50,Ahmedabad,Premium
C000323,Female,62,Hyderabad,Premium
C000324,Female,45,Mumbai,Silver
C000325,Female,20,Delhi,Premium
C000326,Male,62,Chennai,Gold
C000327,Female,61,Chennai,Gold
C000328,Male,56,Chennai,Silver
C000329,Male,67,Bengaluru,Premium
C000330,Female,43,Bengaluru,Premium
C000331,Male,45,Chennai,Gold
C000332,Female,62,Pune,Premium
C000333,Female,55,Pune,Premium
C000334,Female,66,Bengaluru,Silver
C000335,Female,70,Chennai,Gold
C000336,Male,65,Kolkata,Premium
C000337,Female,18,Chennai,Gold
C000338,Male,24,Bengaluru,Premium
C000339,Female,51,Kolkata,Premium
C000340,Female,64,Kolkata,Silver
C000341,Male,41,Chennai,Premium
C000342,Male,30,Ahmedabad,Silver
C000343,Male,46,Mumbai,Silver
C000344,Male,21,Chennai,Silver
C000345,Female,44,Ahmedabad,Premium
C000346,Male,58,Chennai,Silver
C000347,Female,23,Kolkata,Silver
C000348,Female,22,Delhi,Silver
C000349,Male,48,Ahmedabad,Premium
C000350,Male,18,Hyderabad,Gold
C000351,Male,60,Hyderabad,Silver
C000352,Male,51,Hyderabad,Gold
C000353,Female,49,Ahmedabad,Gold
C000354,Female,39,Delhi,Premium
C000355,Female,38,Mumbai,Gold
C000356,Female,42,Hyderabad,Gold
C000357,Female,69,Bengaluru,Silver
C000358,Female,62,Kolkata,Premium
C000359,Male,19,Bengaluru,Premium
C000360,Female,62,Mumbai,Gold
C000361,Female,57,Ahmedabad,Premium
C000362,Female,60,Mumbai,Silver
C000363,Female,19,Delhi,Silver
C000364,Female,61,Ahmedabad,Silver
C000365,Female,43,Bengaluru,Gold
C000366,Female,48,Bengaluru,Premium
C000367,Female,36,Mumbai,Premium
C000368,Male,51,Hyderabad,Silver
C000369,Female,68,Bengaluru,Gold
C000370,Female,28,Ahmedabad,Silver
C000371,Female,60,Mumbai,Silver
C000372,Male,28,Bengaluru,Silver
C000373,Female,63,Hyderabad,Silver
C000374,Female,42,Pune,Silver
C000375,Female,60,Ahmedabad,Premium
C000376,Male,60,Chennai,Premium
C000377,Female,23,Delhi,Silver
C000378,Male,59,Delhi,Gold
C000379,Female,59,Kolkata,Silver
C000380,Male,34,Bengaluru,Gold
C000381,Male,25,Bengaluru,Gold
C000382,Male,65,Bengaluru,Premium
C000383,Female,26,Delhi,Gold
C000384,Male,37,Hyderabad,Premium
C000385,Male,42,Kolkata,Gold
C000386,Female,69,Chennai,Premium
C000387,Male,24,Kolkata,Silver
C000388,Female,38,Chennai,Gold
C000389,Male,49,Ahmedabad,Silver
C000390,Female,27,Hyderabad,Premium
C000391,Female,37,Bengaluru,Gold
C000392,Female,58,Mumbai,Gold
C000393,Female,63,Kolkata,Silver
C000394,Female,27,Mumbai,Premium
C000395,Male,62,Hyderabad,Silver
C000396,Female,64,Kolkata,Gold
C000397,Male,19,Kolkata,Gold
C000398,Female,61,Ahmedabad,Gold
C000399,Female,43,Bengaluru,Premium
C000400,Female,36,Mumbai,Premium
C000401,Female,24,Chennai,Gold
C000402,Male,63,Pune,Gold
C000403,Male,54,Chennai,Gold
C000404,Female,36,Chennai,Silver
C000405,Male,69,Mumbai,Premium
C000406,Male,41,Bengaluru,Premium
C000407,Male,42,Kolkata,Premium
C000408,Male,21,Bengaluru,Gold
C000409,Female,29,Hyderabad,Silver
C000410,Female,55,Kolkata,Silver
C000411,Female,33,Hyderabad,Silver
C000412,Male,43,Ahmedabad,Gold
C000413,Male,59,Kolkata,Premium
C000414,Male,67,Ahmedabad,Premium
C000415,Female,35,Ahmedabad,Gold
C000416,Male,25,Bengaluru,Silver
C000417,Male,49,Mumbai,Silver
C000418,Female,35,Bengaluru,Premium
C000419,Male,42,Ahmedabad,Premium
C000420,Female,37,Chennai,Silver
C000421,Female,22,Chennai,Gold
C000422,Male,43,Ahmedabad,Silver
C000423,Male,66,Mumbai,Premium
C000424,Male,29,Chennai,Silver
C000425,Female,69,Delhi,Silver
C000426,Male,26,Mumbai,Premium
C000427,Male,23,Pune,Silver
C000428,Male,25,Pune,Gold
C000429,Male,45,Hyderabad,Silver
C000430,Female,20,Pune,Premium
C000431,Female,26,Ahmedabad,Premium
C000432,Female,51,Delhi,Premium
C000433,Male,62,Bengaluru,Premium
C000434,Male,33,Hyderabad,Silver
C000435,Male,37,Mumbai,Silver
C000436,Male,55,Delhi,Gold
C000437,Male,64,Kolkata,Silver
C000438,Female,34,Kolkata,Premium
C000439,Male,43,Ahmedabad,Silver
C000440,Female,61,Kolkata,Premium
C000441,Male,52,Mumbai,Silver
C000442,Female,58,Mumbai,Premium
C000443,Female,54,Chennai,Gold
C000444,Male,38,Kolkata,Gold
C000445,Male,56,Mumbai,Silver
C000446,Female,25,Bengaluru,Premium
C000447,Female,22,Delhi,Premium
C000448,Male,41,Delhi,Gold
C000449,Male,69,Mumbai,Gold
C000450,Male,24,Kolkata,Silver
C000451,Female,24,Bengaluru,Silver
C000452,Female,55,Ahmedabad,Silver
C000453,Female,62,Pune,Premium
C000454,Female,56,Bengaluru,Silver
C000455,Male,38,Kolkata,Silver
C000456,Female,69,Kolkata,Gold
C000457,Male,34,Hyderabad,Premium
C000458,Male,60,Chennai,Silver
C000459,Female,54,Pune,Silver
C000460,Female,63,Mumbai,Premium
C000461,Female,63,Ahmedabad,Silver
C000462,Female,40,Ahmedabad,Premium
C000463,Female,35,Kolkata,Premium
C000464,Male,37,Bengaluru,Gold
C000465,Female,67,Delhi,Silver
C000466,Male,22,Mumbai,Silver
C000467,Male,54,Hyderabad,Silver
C000468,Female,53,Ahmedabad,Silver
C000469,Female,61,Chennai,Gold
C000470,Female,50,Bengaluru,Gold
C000471,Male,57,Mumbai,Premium
C000472,Male,63,Kolkata,Premium
C000473,Female,33,Hyderabad,Premium
C000474,Female,28,Mumbai,Silver
C000475,Male,41,Chennai,Premium
C000476,Female,21,Kolkata,Gold
C000477,Female,28,Delhi,Silver
C000478,Female,61,Mumbai,Premium
C000479,Male,36,Pune,Gold
C000480,Female,34,Mumbai,Silver
C000481,Female,31,Pune,Premium
C000482,Male,47,Ahmedabad,Silver
C000483,Female,18,Ahmedabad,Gold
C000484,Female,40,Bengaluru,Silver
C000485,Female,64,Chennai,Gold
C000486,Female,18,Bengaluru,Gold
C000487,Female,30,Bengaluru,Premium
C000488,Male,44,Bengaluru,Gold
C000489,Male,27,Pune,Silver
C000490,Female,43,Delhi,Gold
C000491,Female,45,Chennai,Premium
C000492,Female,24,Ahmedabad,Premium
C000493,Female,28,Chennai,Gold
C000494,Female,18,Delhi,Premium
C000495,Male,25,Mumbai,Gold
C000496,Male,26,Kolkata,Gold
C000497,Female,20,Chennai,Premium
C000498,Male,48,Pune,Silver
C000499,Female,49,Ahmedabad,Premium
C000500,Male,38,Kolkata,Premium
C000501,Female,26,Bengaluru,Silver
C000502,Male,26,Chennai,Gold
C000503,Male,67,Mumbai,Silver
C000504,Female,45,Hyderabad,Gold
C000505,Female,36,Pune,Gold
C000506,Male,66,Kolkata,Silver
C000507,Male,64,Chennai,Silver
C000508,Female,67,Bengaluru,Gold
C000509,Male,60,Kolkata,Silver
C000510,Female,63,Bengaluru,Premium
C000511,Male,30,Chennai,Silver
C000512,Male,26,Kolkata,Silver
C000513,Female,30,Chennai,Gold
C000514,Male,57,Mumbai,Silver
C000515,Male,42,Kolkata,Premium
C000516,Female,62,Mumbai,Silver
C000517,Female,45,Ahmedabad,Silver
C000518,Female,59,Hyderabad,Gold
C000519,Male,35,Delhi,Gold
C000520,Female,63,Kolkata,Silver
C000521,Female,21,Chennai,Silver
C000522,Male,21,Delhi,Silver
C000523,Female,48,Pune,Premium
C000524,Male,45,Chennai,Gold
C000525,Female,41,Delhi,Gold
C000526,Male,24,Hyderabad,Premium
C000527,Male,39,Delhi,Premium
C000528,Female,65,Delhi,Silver
C000529,Female,31,Kolkata,Silver
C000530,Male,26,Bengaluru,Silver
C000531,Male,30,Ahmedabad,Silver
C000532,Male,52,Delhi,Gold
C000533,Female,66,Mumbai,Premium
C000534,Male,20,Chennai,Silver
C000535,Female,53,Pune,Premium
C000536,Female,41,Ahmedabad,Premium
C000537,Male,45,Bengaluru,Gold
C000538,Female,51,Hyderabad,Silver
C000539,Female,62,Chennai,Gold
C000540,Male,54,Hyderabad,Premium
C000541,Male,65,Kolkata,Gold
C000542,Male,28,Ahmedabad,Premium
C000543,Female,53,Kolkata,Gold
C000544,Female,31,Chennai,Silver
C000545,Male,54,Mumbai,Premium
C000546,Male,68,Ahmedabad,Premium
C000547,Female,37,Mumbai,Gold
C000548,Female,53,Bengaluru,Silver
C000549,Male,20,Mumbai,Gold
C000550,Male,58,Chennai,Gold
C000551,Male,35,Hyderabad,Premium
C000552,Male,70,Mumbai,Premium
C000553,Male,18,Delhi,Premium
C000554,Female,38,Bengaluru,Premium
C000555,Female,64,Chennai,Gold
C000556,Female,38,Hyderabad,Premium
C000557,Male,70,Delhi,Silver
C000558,Female,29,Pune,Silver
C000559,Male,64,Kolkata,Premium
C000560,Female,58,Mumbai,Gold
C000561,Male,38,Pune,Silver
C000562,Female,27,Ahmedabad,Silver
C000563,Female,41,Chennai,Gold
C000564,Male,49,Chennai,Gold
C000565,Male,70,Chennai,Silver
C000566,Female,64,Chennai,Premium
C000567,Female,19,Pune,Silver
C000568,Male,70,Kolkata,Premium
C000569,Male,22,Chennai,Silver
C000570,Female,33,Ahmedabad,Premium
C000571,Female,24,Chennai,Premium
C000572,Male,56,Bengaluru,Gold
C000573,Female,19,Bengaluru,Silver
C000574,Male,26,Mumbai,Silver
C000575,Female,27,Hyderabad,Silver
C000576,Male,52,Delhi,Premium
C000577,Male,30,Chennai,Gold
C000578,Female,70,Chennai,Gold
C000579,Female,48,Chennai,Silver
C000580,Male,52,Pune,Premium
C000581,Male,19,Hyderabad,Silver
C000582,Female,24,Kolkata,Silver
C000583,Male,32,Hyderabad,Silver
C000584,Female,42,Chennai,Gold
C000585,Female,32,Kolkata,Premium
C000586,Male,49,Chennai,Silver
C000587,Male,24,Pune,Gold
C000588,Male,57,Delhi,Silver
C000589,Female,23,Hyderabad,Premium
C000590,Male,29,Kolkata,Premium
C000591,Female,56,Chennai,Premium
C000592,Female,27,Pune,Premium
C000593,Female,40,Bengaluru,Gold
C000594,Female,60,Delhi,Gold
C000595,Male,68,Hyderabad,Silver
C000596,Male,38,Chennai,Gold
C000597,Female,64,Ahmedabad,Silver
C000598,Male,54,Kolkata,Premium
C000599,Female,27,Bengaluru,Gold
C000600,Male,29,Kolkata,Gold
C000601,Female,49,Kolkata,Gold
C000602,Female,56,Delhi,Silver
C000603,Male,42,Kolkata,Premium
C000604,Female,52,Ahmedabad,Premium
C000605,Male,42,Bengaluru,Premium
C000606,Female,51,Mumbai,Premium
C000607,Male,33,Delhi,Silver
C000608,Male,19,Delhi,Premium
C000609,Female,26,Bengaluru,Silver
C000610,Female,41,Chennai,Gold
C000611,Female,27,Kolkata,Silver
C000612,Male,70,Mumbai,Silver
C000613,Male,25,Chennai,Gold
C000614,Male,62,Kolkata,Gold
C000615,Male,62,Bengaluru,Premium
C000616,Male,48,Chennai,Silver
C000617,Male,41,Chennai,Silver
C000618,Male,22,Hyderabad,Premium
C000619,Female,27,Chennai,Gold
C000620,Male,65,Pune,Gold
C000621,Female,64,Delhi,Gold
C000622,Male,36,Bengaluru,Silver
C000623,Male,59,Hyderabad,Premium
C000624,Male,50,Chennai,Silver
C000625,Female,45,Ahmedabad,Premium
C000626,Female,54,Pune,Premium
C000627,Male,45,Chennai,Gold
C000628,Male,51,Kolkata,Silver
C000629,Male,43,Hyderabad,Silver
C000630,Female,29,Bengaluru,Premium
C000631,Female,48,Delhi,Premium
C000632,Female,70,Kolkata,Silver
C000633,Male,69,Delhi,Premium
C000634,Female,30,Pune,Silver
C000635,Male,22,Delhi,Premium
C000636,Female,19,Mumbai,Gold
C000637,Male,52,Bengaluru,Silver
C000638,Male,56,Hyderabad,Gold
C000639,Male,53,Mumbai,Premium
C000640,Male,33,Pune,Silver
C000641,Male,54,Ahmedabad,Silver
C000642,Male,38,Bengaluru,Gold
C000643,Male,40,Pune,Gold
C000644,Male,38,Kolkata,Premium
C000645,Female,26,Bengaluru,Gold
C000646,Female,65,Bengaluru,Premium
C000647,Male,19,Kolkata,Gold
C000648,Male,36,Chennai,Silver
C000649,Female,23,Bengaluru,Premium
C000650,Male,31,Chennai,Premium
C000651,Male,50,Delhi,Gold
C000652,Male,39,Pune,Gold
C000653,Female,20,Kolkata,Silver
C000654,Male,57,Bengaluru,Silver
C000655,Female,24,Hyderabad,Silver
C000656,Female,53,Bengaluru,Gold
C000657,Male,47,Delhi,Silver
C000658,Female,28,Bengaluru,Gold
C000659,Female,40,Bengaluru,Silver
C000660,Male,63,Ahmedabad,Gold
C000661,Female,34,Ahmedabad,Premium
C000662,Male,25,Ahmedabad,Silver
C000663,Female,36,Kolkata,Gold
C000664,Male,46,Delhi,Premium
C000665,Female,41,Bengaluru,Premium
C000666,Female,50,Ahmedabad,Gold
C000667,Male,57,Hyderabad,Premium
C000668,Male,62,Hyderabad,Silver
C000669,Male,36,Kolkata,Silver
C000670,Female,22,Mumbai,Gold
C000671,Female,60,Bengaluru,Gold
C000672,Female,47,Ahmedabad,Silver
C000673,Male,29,Bengaluru,Gold
C000674,Female,30,Kolkata,Gold
C000675,Male,38,Delhi,Premium
C000676,Female,31,Ahmedabad,Silver
C000677,Female,47,Hyderabad,Premium
C000678,Male,48,Chennai,Premium
C000679,Male,38,Hyderabad,Premium
C000680,Female,21,Delhi,Gold
C000681,Female,31,Hyderabad,Silver
C000682,Male,66,Kolkata,Gold
C000683,Female,58,Chennai,Silver
C000684,Male,22,Pune,Gold
C000685,Male,37,Ahmedabad,Gold
C000686,Male,60,Pune,Silver
C000687,Male,23,Kolkata,Gold
C000688,Female,28,Mumbai,Gold
C000689,Female,48,Ahmedabad,Premium
C000690,Male,62,Kolkata,Gold
C000691,Female,70,Hyderabad,Premium
C000692,Male,22,Chennai,Gold
C000693,Female,18,Chennai,Gold
C000694,Male,49,Delhi,Silver
C000695,Female,34,Hyderabad,Gold
C000696,Male,58,Ahmedabad,Premium
C000697,Male,20,Mumbai,Premium
C000698,Male,44,Chennai,Premium
C000699,Female,31,Delhi,Silver
C000700,Male,61,Hyderabad,Gold
C000701,Female,19,Pune,Gold
C000702,Male,62,Ahmedabad,Premium
C000703,Female,44,Kolkata,Gold
C000704,Female,52,Kolkata,Premium
C000705,Female,25,Chennai,Gold
C000706,Female,41,Chennai,Premium
C000707,Male,52,Kolkata,Gold
C000708,Female,60,Kolkata,Premium
C000709,Female,62,Bengaluru,Silver
C000710,Male,23,Hyderabad,Premium
C000711,Female,24,Ahmedabad,Premium
C000712,Male,58,Ahmedabad,Premium
C000713,Male,60,Pune,Gold
C000714,Male,32,Ahmedabad,Premium
C000715,Female,25,Mumbai,Gold
C000716,Male,40,Ahmedabad,Gold
C000717,Female,18,Delhi,Silver
C000718,Female,35,Pune,Gold
C000719,Female,61,Mumbai,Silver
C000720,Female,20,Hyderabad,Silver
C000721,Male,68,Delhi,Premium
C000722,Female,39,Chennai,Premium
C000723,Female,33,Kolkata,Silver
C000724,Female,21,Kolkata,Silver
C000725,Female,64,Chennai,Gold
C000726,Female,51,Chennai,Gold
C000727,Male,24,Chennai,Premium
C000728,Male,58,Kolkata,Premium
C000729,Female,53,Chennai,Gold
C000730,Male,23,Bengaluru,Silver
C000731,Female,18,Chennai,Silver
C000732,Male,54,Kolkata,Silver
